system   D            wsystem.c:721  maybe_parent_dir                 [   0.00000] Also searching C:\Users\dberry\Source\Repos\paraDroid\x64\
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21389] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21391] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21392] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21394] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21395] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21396] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21397] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21398] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21399] color: 32 (rgba 8888), depth: 24, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21400] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21401] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21402] Decoding visual no. 119...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21413] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21415] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21416] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21417] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21418] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21419] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21420] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21421] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21422] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21423] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21424] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21425] Decoding visual no. 120...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21439] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21441] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21442] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21443] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21444] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21445] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21447] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21448] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21449] color: 32 (rgba 8888), depth: 24, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21450] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21451] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21452] Decoding visual no. 121...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21465] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21466] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21467] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21468] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21469] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21470] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21471] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21472] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21473] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21475] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21476] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21477] Decoding visual no. 122...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21488] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21491] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21492] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21493] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21494] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21495] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21496] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21497] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21498] color: 32 (rgba 8888), depth: 0, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21500] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21501] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21501] Decoding visual no. 123...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21513] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21514] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21515] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21516] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21517] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21518] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21519] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21520] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21521] color: 32 (rgba 8880), depth: 0, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21522] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21523] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21524] Decoding visual no. 124...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21538] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21539] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21540] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21541] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21542] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21543] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21544] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21545] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21546] color: 32 (rgba 8888), depth: 0, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21547] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21548] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21549] Decoding visual no. 125...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21561] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21562] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21563] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21564] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21567] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21568] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21569] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21570] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21571] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21572] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21573] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21574] Decoding visual no. 126...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21589] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21591] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21592] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21593] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21594] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21595] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21596] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21597] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21598] color: 32 (rgba 8888), depth: 24, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21599] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21600] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21601] Decoding visual no. 127...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21614] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21616] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21617] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21618] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21619] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21620] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21621] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21622] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21623] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21624] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21625] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21626] Decoding visual no. 128...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21638] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21640] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21641] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21642] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21642] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21645] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21646] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21647] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21648] color: 32 (rgba 8888), depth: 24, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21649] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21650] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21651] Decoding visual no. 129...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21662] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21663] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21664] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21665] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21666] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21667] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21668] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21669] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21670] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21671] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21672] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21673] Decoding visual no. 130...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21684] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21685] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21686] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21687] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21688] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21689] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21690] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21691] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21692] color: 32 (rgba 8888), depth: 0, stencil: 0, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21693] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21694] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21695] Decoding visual no. 131...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21711] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21712] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21713] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21714] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21715] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21716] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21717] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21718] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21719] color: 32 (rgba 8880), depth: 0, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21721] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21722] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21723] Decoding visual no. 132...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21734] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21737] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21738] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21739] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21740] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21741] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21742] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21743] Samples: 2
display  D   display_settings.c:212  debug_display_settings           [   3.21744] color: 32 (rgba 8888), depth: 0, stencil: 8, acc: 16161616, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21746] Score is : 2005
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21746] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21747] Decoding visual no. 133...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21759] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21760] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21762] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21763] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21763] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21766] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21767] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21768] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21769] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21770] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21771] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21772] Decoding visual no. 134...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21784] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21786] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21787] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21788] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21789] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21790] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21791] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21792] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21793] color: 32 (rgba 8888), depth: 24, stencil: 0, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21795] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21796] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21797] Decoding visual no. 135...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21808] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21811] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21812] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21813] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21814] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21815] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21816] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21817] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21818] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21819] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21820] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21821] Decoding visual no. 136...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21836] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21837] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21838] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21839] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21840] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21841] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21842] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21844] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21845] color: 32 (rgba 8888), depth: 24, stencil: 8, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21847] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21847] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21848] Decoding visual no. 137...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21861] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21863] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21864] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21865] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21866] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21867] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21868] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21869] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21870] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21871] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21872] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21873] Decoding visual no. 138...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21886] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21887] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21888] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21889] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21890] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21891] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21892] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21893] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21894] color: 32 (rgba 8888), depth: 0, stencil: 0, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21896] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21897] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21898] Decoding visual no. 139...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21909] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21911] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21913] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21914] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21915] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21916] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21917] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21918] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21919] color: 32 (rgba 8880), depth: 0, stencil: 8, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21920] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21921] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21922] Decoding visual no. 140...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21934] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21937] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21938] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21939] Swap method: flip
display  I           wgl_disp.c:244  display_pixel_format             [   3.21940] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21941] Depth buffer: 0 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21942] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21943] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21944] color: 32 (rgba 8888), depth: 0, stencil: 8, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21945] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21946] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21947] Decoding visual no. 141...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21960] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21961] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21962] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21963] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21965] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21966] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21967] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21968] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21969] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21970] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21971] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21972] Decoding visual no. 142...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.21984] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.21987] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.21988] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.21989] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.21990] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.21991] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.21992] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.21993] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.21994] color: 32 (rgba 8888), depth: 24, stencil: 0, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.21995] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.21996] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.21997] Decoding visual no. 143...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.22010] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.22011] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.22012] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.22013] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.22014] Color format: r8 g8 b8 a0, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.22015] Depth buffer: 24 bits
display  I           wgl_disp.c:251  display_pixel_format             [   3.22016] Sample buffers: yes
display  I           wgl_disp.c:252  display_pixel_format             [   3.22017] Samples: 4
display  D   display_settings.c:212  debug_display_settings           [   3.22018] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 16161616, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   3.22020] Score is : 1996
display  I           wgl_disp.c:762  get_available_pixel_formats_ext  [   3.22021] -- 
display  I           wgl_disp.c:763  get_available_pixel_formats_ext  [   3.22021] Decoding visual no. 144...
display  I           wgl_disp.c:334  decode_pixel_format_attrib       [   3.22033] Decoding:
display  I           wgl_disp.c:238  display_pixel_format             [   3.22035] Accelarated: yes
display  I           wgl_disp.c:239  display_pixel_format             [   3.22036] Single-buffer: no
display  I           wgl_disp.c:241  display_pixel_format             [   3.22037] Swap method: copy
display  I           wgl_disp.c:244  display_pixel_format             [   3.22038] Color format: r8 g8 b8 a8, 32 bit
display  I           wgl_disp.c:250  display_pixel_format             [   3.22039] Depth buffer: 24 bits
